Age,Age_Group,Gender,Income,Total_Purchases,Total_Amount,High_Spender
63,61+,Male,Low,5,1682.964353,Y
59,51-60,Male,Low,4,1856.16117,Y
55,51-60,Male,Medium,3,726.015194,N
38,31-40,Male,Low,10,1206.767551,N
23,19-30,Female,Medium,6,1673.847401,Y
58,51-60,Female,Medium,3,1417.212359,Y
47,41-50,Female,High,9,1664.459073,Y
45,41-50,Male,Medium,9,634.7578292,N
28,19-30,Male,Low,2,899.0716187,N
46,41-50,Male,Low,4,234.3137333,N
37,31-40,Female,Medium,9,4128.993838,Y
64,61+,Female,Medium,6,256.9647265,N
60,61+,Male,Medium,9,2249.586958,Y
25,19-30,Female,Low,10,788.2441975,N
19,19-30,Female,Low,2,90.77398189,N
66,61+,Male,Low,10,4043.007735,Y
24,19-30,Male,High,6,1877.660256,Y
24,19-30,Female,Low,9,423.0097825,N
31,31-40,Male,Medium,1,170.1321137,N
42,41-50,Male,High,1,165.3994121,N
65,61+,Female,Low,4,1383.774982,Y
51,51-60,Male,High,10,464.2900965,N
21,19-30,Male,Low,1,492.8718314,N
19,19-30,Male,Low,3,1445.789604,Y
55,51-60,Male,Low,2,484.7444656,N
18,19-30,Male,Low,1,291.2924277,N
61,61+,Male,Medium,3,954.5673983,N
27,19-30,Male,Medium,5,1821.162713,Y
41,41-50,Female,Medium,6,373.884865,N
27,19-30,Male,Low,1,286.4343796,N
59,51-60,Male,Low,8,2816.825022,Y
37,31-40,Male,Low,5,814.9942878,N
53,51-60,Male,High,2,778.8571614,N
67,61+,Male,Low,8,2483.784714,Y
35,31-40,Male,Medium,9,1293.393287,N
66,61+,Female,Medium,6,370.4952441,N
52,51-60,Male,Medium,7,2112.220364,Y
54,51-60,Male,Low,7,1685.281819,Y
65,61+,Male,Medium,2,200.2475197,N
44,41-50,Male,High,6,1549.689704,Y
45,41-50,Female,Low,8,1895.921559,Y
70,61+,Male,High,6,1385.334406,Y
67,61+,Male,Low,5,663.1939789,N
68,61+,Male,Low,9,2302.106767,Y
26,19-30,Female,Medium,1,268.8480401,N
26,19-30,Male,Medium,10,3328.689561,Y
18,19-30,Male,Low,1,386.0039704,N
60,61+,Female,Medium,9,456.5724978,N
56,51-60,Male,Medium,3,1413.842754,Y
43,41-50,Male,Medium,7,2583.3538,Y
50,51-60,Male,Medium,3,255.3494418,N
47,41-50,Male,Low,10,3182.484757,Y
60,61+,Female,Medium,1,364.0225522,N
70,61+,Male,Low,9,1788.237357,Y
20,19-30,Male,High,2,299.4702358,N
24,19-30,Female,High,3,195.8823233,N
36,31-40,Male,Medium,10,1361.614241,N
68,61+,Male,High,4,128.5825353,N
61,61+,Male,High,2,405.0742511,N
49,41-50,Female,High,4,457.9127354,N
61,61+,Male,Medium,7,1449.284822,Y
51,51-60,Male,Medium,9,2631.052629,Y
63,61+,Male,Medium,7,1975.673817,Y
18,19-30,Male,Medium,4,1935.705549,Y
23,19-30,Female,Low,10,3060.000459,Y
70,61+,Female,Low,1,461.0504229,N
25,19-30,Female,Low,2,868.567632,N
46,41-50,Male,Medium,8,2903.452757,Y
22,19-30,Male,Low,1,350.3292796,N
39,31-40,Male,High,3,1215.89032,N
38,31-40,Male,Low,8,2499.265522,Y
35,31-40,Male,Medium,3,678.283826,N
54,51-60,Male,Low,4,915.2776908,N
59,51-60,Female,Low,7,3269.974874,Y
61,61+,Female,Medium,1,394.4647969,N
39,31-40,Male,Medium,5,2416.312992,Y
62,61+,Male,Low,8,1905.868214,Y
35,31-40,Female,Medium,2,293.5985108,N
34,31-40,Male,Low,2,501.7411571,N
28,19-30,Female,Low,7,1720.301458,Y
58,51-60,Male,Medium,6,1781.327929,Y
69,61+,Male,Low,5,432.5240177,N
34,31-40,Male,Medium,4,1564.265981,Y
19,19-30,Male,Medium,4,1453.199924,Y
44,41-50,Male,Low,9,1606.103928,Y
28,19-30,Female,Medium,7,222.97554,N
61,61+,Male,Medium,10,228.4253171,N
56,51-60,Male,Medium,6,2646.8675,Y
22,19-30,Female,Medium,10,4110.130449,Y
39,31-40,Male,Low,4,1300.762508,N
52,51-60,Female,Low,8,3343.057537,Y
35,31-40,Male,Low,2,179.4108997,N
28,19-30,Female,Low,7,1720.865307,Y
44,41-50,Male,Low,1,245.7007457,N
38,31-40,Male,Medium,5,284.829591,N
59,51-60,Female,Medium,9,3819.084251,Y
61,61+,Male,High,10,3368.41973,Y
34,31-40,Male,Medium,4,1857.703714,Y
26,19-30,Male,Medium,1,373.7025692,N
0,0-18,Male,Low,1,172.2943112,N
37,31-40,Male,Medium,4,933.8062006,N
58,51-60,Male,Medium,6,1967.058727,Y
22,19-30,Female,Low,5,663.6734041,N
56,51-60,Male,Low,8,3840.705537,Y
53,51-60,Male,Medium,3,32.0147557,N
37,31-40,Male,Medium,3,470.8639399,N
34,31-40,Male,Low,3,1115.860995,N
70,61+,Male,Medium,7,933.865898,N
63,61+,Male,High,8,1877.257161,Y
33,31-40,Female,High,3,253.0243119,N
33,31-40,Male,Low,7,3403.938893,Y
68,61+,Female,Medium,9,1720.084923,Y
19,19-30,Male,High,1,207.812416,N
40,41-50,Female,Low,8,947.3101349,N
48,41-50,Male,Low,6,1389.000876,Y
37,31-40,Male,Low,3,64.69710803,N
68,61+,Male,Low,9,2197.348339,Y
63,61+,Male,Low,1,393.5013846,N
34,31-40,Male,Low,8,2753.300868,Y
37,31-40,Male,Low,7,2184.929706,Y
24,19-30,Male,Low,2,975.6824661,N
47,41-50,Male,Low,3,538.0016197,N
18,19-30,Male,Low,1,279.7268647,N
60,61+,Male,High,4,613.7432376,N
54,51-60,Male,Low,2,655.9395866,N
44,41-50,Female,Medium,1,273.0765544,N
31,31-40,Male,High,2,677.8374445,N
28,19-30,Male,Low,4,1037.725655,N
43,41-50,Female,Low,8,1235.68403,N
40,41-50,Female,Low,10,4839.271048,Y
48,41-50,Male,Low,4,1740.753102,Y
62,61+,Male,Medium,9,886.3680814,N
63,61+,Male,Medium,9,1124.874346,N
34,31-40,Male,Low,7,592.8403819,N
67,61+,Female,Low,10,787.6535255,N
42,41-50,Male,Medium,6,1088.222804,N
18,19-30,Female,Low,5,1106.148345,N
38,31-40,Male,Medium,5,2065.882208,Y
65,61+,Male,Low,1,36.83650858,N
58,51-60,Male,Medium,7,2498.434271,Y
28,19-30,Male,High,2,973.0627266,N
55,51-60,Female,Low,2,711.9481003,N
21,19-30,Male,High,7,1915.1896,Y
47,41-50,Female,Medium,3,1431.003124,Y
55,51-60,Female,Medium,4,975.6269567,N
59,51-60,Female,Medium,4,840.0992198,N
31,31-40,Male,Low,3,767.5676177,N
69,61+,Female,Medium,5,891.2467231,N
67,61+,Female,Low,1,441.5341226,N
45,41-50,Male,Low,2,884.8380989,N
52,51-60,Male,Medium,3,524.1188938,N
41,41-50,Male,High,3,1380.211129,Y
58,51-60,Male,Medium,6,2692.146918,Y
19,19-30,Female,Medium,3,57.76929266,N
64,61+,Female,High,1,335.7436139,N
36,31-40,Female,High,3,90.01323201,N
24,19-30,Male,Low,8,2340.045415,Y
46,41-50,Female,High,5,389.9396153,N
21,19-30,Female,Medium,5,993.7976324,N
66,61+,Male,Low,3,1147.20947,N
28,19-30,Male,Medium,10,663.9394298,N
40,41-50,Female,High,2,718.8308706,N
38,31-40,Female,Low,3,612.0132143,N
24,19-30,Male,Low,5,280.4627384,N
19,19-30,Female,Medium,1,296.7998962,N
55,51-60,Female,Low,5,1660.9737,Y
28,19-30,Male,Low,7,2070.761647,Y
20,19-30,Female,Medium,2,451.5530548,N
61,61+,Female,Low,3,981.6046873,N
63,61+,Male,Medium,6,484.7500962,N
44,41-50,Female,Medium,10,1949.641696,Y
66,61+,Female,Medium,10,4722.480214,Y
32,31-40,Female,Medium,2,692.6468152,N
45,41-50,Male,Medium,5,1691.984593,Y
32,31-40,Female,Medium,5,386.7009876,N
36,31-40,Female,Medium,10,1277.884263,N
33,31-40,Male,Low,10,4860.132259,Y
53,51-60,Male,Low,10,2186.015544,Y
63,61+,Male,Low,6,667.2587289,N
45,41-50,Male,Medium,9,3538.986977,Y
57,51-60,,Low,6,1917.043123,Y
40,41-50,Male,Medium,4,232.269553,N
18,19-30,Male,High,2,596.6448497,N
67,61+,Female,High,10,3385.717682,Y
50,51-60,Male,Low,3,891.6986127,N
54,51-60,Female,Low,2,765.2444945,N
36,31-40,Male,Medium,9,327.659601,N
66,61+,Female,Medium,2,774.744643,N
27,19-30,Male,Medium,6,2037.325331,Y
55,51-60,Male,High,7,1658.583686,Y
59,51-60,Male,Low,4,154.8411759,N
34,31-40,Male,High,5,1770.13727,Y
32,31-40,Male,Medium,4,553.7283645,N
36,31-40,Female,Low,9,2808.36798,Y
35,31-40,Male,Low,7,1724.234941,Y
57,51-60,Male,High,4,1983.944998,Y
49,41-50,Male,High,6,1522.813447,Y
51,51-60,Female,High,9,2458.306554,Y
29,19-30,Male,Low,7,2415.099004,Y
56,51-60,Female,Medium,2,843.3931549,N
44,41-50,Male,Low,9,3439.14082,Y
56,51-60,Male,Medium,8,2323.181092,Y
57,51-60,Male,High,5,449.8395902,N
37,31-40,Male,Medium,5,1949.724508,Y
21,19-30,Female,Medium,9,525.2945053,N
70,61+,Male,Medium,4,1678.905323,Y
61,61+,Male,Medium,1,429.863967,N
43,41-50,Male,Medium,2,489.3330251,N
25,19-30,Female,Medium,2,432.225685,N
59,51-60,Male,Medium,3,551.7603671,N
49,41-50,Female,Medium,7,226.0646248,N
52,51-60,Male,Medium,5,83.89429232,N
34,31-40,Male,Medium,7,581.1389885,N
67,61+,Male,High,8,2856.842473,Y
51,51-60,Male,Low,1,118.1054824,N
50,51-60,Male,Medium,6,1533.655409,Y
22,19-30,Male,Low,8,1896.02704,Y
19,19-30,Male,Low,1,11.27171396,N
50,51-60,Male,Medium,3,454.6010119,N
66,61+,Female,Medium,10,1436.831838,Y
46,41-50,Female,Low,4,514.7796959,N
43,41-50,Female,Medium,8,1130.298772,N
45,41-50,Male,Low,6,904.8551021,N
18,19-30,Male,Low,3,1278.406575,N
35,31-40,Female,Low,6,811.1777997,N
48,41-50,Male,Low,6,2548.54412,Y
47,41-50,Male,Low,9,219.2109358,N
20,19-30,Female,High,2,600.0686689,N
21,19-30,Male,Low,2,848.1398109,N
25,19-30,Female,Low,8,3110.58225,Y
39,31-40,Male,Low,1,35.45290023,N
29,19-30,Female,Low,6,562.8207418,N
54,51-60,Male,Low,10,4345.518027,Y
44,41-50,Male,Low,2,553.8761229,N
63,61+,Female,Medium,10,4126.568724,Y
61,61+,Male,High,3,240.3732244,N
28,19-30,Male,Medium,7,639.3393914,N
50,51-60,Male,Medium,1,140.0206472,N
56,51-60,Female,High,6,1312.551361,N
21,19-30,Male,Low,9,2657.67289,Y
70,61+,Female,Medium,8,1248.193416,N
45,41-50,Female,Medium,10,4072.941863,Y
26,19-30,Female,High,4,1442.635069,Y
50,51-60,Female,Medium,8,433.2156874,N
65,61+,Male,Medium,1,417.6058432,N
27,19-30,Female,High,5,1989.155644,Y
40,41-50,Male,Low,10,4045.035315,Y
56,51-60,Female,Medium,4,911.4111225,N
60,61+,Female,Low,8,2317.838373,Y
23,19-30,Male,Medium,10,203.4076801,N
23,19-30,Male,High,4,663.2219551,N
21,19-30,Female,Medium,8,1677.578456,Y
37,31-40,Male,Low,3,988.2937734,N
68,61+,Male,Low,6,1844.852423,Y
51,51-60,Male,High,1,396.7614569,N
67,61+,Female,Low,2,357.426164,N
33,31-40,Female,Medium,5,1110.60383,N
66,61+,Female,Medium,2,765.4850737,N
32,31-40,Male,Medium,10,3098.652397,Y
39,31-40,Male,Medium,9,3241.411393,Y
35,31-40,Male,High,4,1371.618829,Y
44,41-50,Female,Low,4,881.7216336,N
58,51-60,Female,Medium,8,3123.89185,Y
51,51-60,Male,Medium,10,2159.955463,Y
59,51-60,Male,High,10,3926.869941,Y
28,19-30,Female,High,10,1305.744986,N
43,41-50,Female,High,10,3586.042995,Y
19,19-30,Male,Medium,3,1137.231923,N
59,51-60,Female,Low,2,626.559233,N
67,61+,Male,Medium,1,343.4430059,N
22,19-30,Male,Low,7,2734.742962,Y
50,51-60,Male,High,5,1559.058862,Y
41,41-50,Male,Low,6,1930.308187,Y
30,31-40,Male,Low,8,2399.048333,Y
53,51-60,Male,Medium,1,474.65415,N
28,19-30,Male,High,10,1895.048314,Y
69,61+,Male,Low,3,1067.928338,N
38,31-40,Female,Medium,4,260.4150561,N
62,61+,Female,Low,3,1221.016851,N
64,61+,Male,Medium,7,1874.987804,Y
25,19-30,Male,Low,6,1490.252225,Y
36,31-40,Male,High,8,3069.443127,Y
40,41-50,Male,Medium,6,1183.491337,N
53,51-60,Male,High,2,596.9009927,N
29,19-30,Male,High,5,2359.377207,Y
34,31-40,Male,Medium,7,2687.375038,Y
41,41-50,Male,Low,5,2328.563541,Y
49,41-50,Female,Low,2,141.683488,N
55,51-60,Male,Medium,8,1712.067672,Y
70,61+,Male,Medium,10,1347.106214,N
59,51-60,Female,Low,10,1820.197786,Y
41,41-50,Female,Medium,5,2311.455439,Y
31,31-40,Female,Low,9,2601.062355,Y
55,51-60,Female,High,7,1578.220191,Y
43,41-50,Male,Medium,3,318.4589684,N
59,51-60,Male,Medium,3,1304.794516,N
41,41-50,Male,Medium,5,1606.850216,Y
60,61+,Female,Low,6,172.8115195,N
37,31-40,Male,Medium,1,481.0022247,N
33,31-40,Male,Medium,3,976.1791751,N
36,31-40,Female,Medium,10,4108.419647,Y
48,41-50,Male,Low,5,988.4381481,N
48,41-50,Female,Medium,7,440.975802,N
51,51-60,Male,Medium,1,176.049819,N
66,61+,Male,Low,2,61.21138167,N
57,51-60,Male,Low,5,1562.291477,Y
56,51-60,Female,High,5,1691.058566,Y
21,19-30,Female,High,7,2149.535729,Y
30,31-40,Male,Low,10,4254.564055,Y
32,31-40,Male,High,2,454.3154691,N
63,61+,Male,Low,5,576.263643,N
25,19-30,Male,Low,8,1509.646042,Y
69,61+,Male,High,2,747.0908726,N
40,41-50,Male,Medium,4,1118.556119,N
37,31-40,Male,Low,3,64.33264096,N
61,61+,Male,Medium,4,731.7332848,N
57,51-60,Female,Low,4,913.5805456,N
70,61+,Female,Medium,7,2698.183697,Y
45,41-50,Female,Low,1,433.7632965,N
20,19-30,Female,Low,3,338.3719921,N
22,19-30,Female,Medium,4,429.0678335,N
67,61+,Male,Low,2,685.2877901,N
61,61+,Male,High,2,453.4825003,N
33,31-40,Female,Medium,4,233.415948,N
70,61+,Female,High,5,1356.931704,N
25,19-30,Female,Low,3,583.3023634,N
59,51-60,Female,Medium,4,773.6893288,N
38,31-40,Female,Low,4,1559.91237,Y
53,51-60,Male,Medium,8,2497.431352,Y
63,61+,Male,Low,7,1660.688801,Y
46,41-50,Male,Medium,1,449.2960441,N
22,19-30,Female,Medium,3,1341.085974,N
44,41-50,Female,Medium,9,4476.619028,Y
18,19-30,Male,Low,4,777.1475239,N
67,61+,Male,Medium,5,837.8456983,N
21,19-30,Male,Low,5,1839.568503,Y
22,19-30,Male,High,4,1333.642655,N
23,19-30,Male,Low,6,2851.149489,Y
58,51-60,Female,Medium,7,2176.003353,Y
61,61+,Male,Medium,1,220.9378563,N
40,41-50,Female,Low,6,2444.666576,Y
69,61+,Male,Medium,5,2141.536954,Y
43,41-50,Female,Medium,2,55.03545484,N
46,41-50,Female,High,6,1397.245953,Y
50,51-60,Male,Low,5,2286.80594,Y
54,51-60,Male,Medium,6,1889.427508,Y
36,31-40,Female,Low,3,34.5805507,N
26,19-30,Male,Low,4,505.2889504,N
62,61+,Male,Low,3,1260.436631,N
19,19-30,Male,Medium,4,202.4047669,N
46,41-50,Male,Medium,2,343.2416302,N
70,61+,Female,High,5,735.5488876,N
70,61+,Female,Low,1,120.3593855,N
48,41-50,Male,Low,6,1082.843727,N
50,51-60,Female,Low,4,1768.322857,Y
23,19-30,Female,Medium,10,1604.464674,Y
51,51-60,Male,Medium,4,1683.481584,Y
18,19-30,Male,High,5,2122.506477,Y
55,51-60,Male,Medium,9,2978.721136,Y
67,61+,Male,Medium,9,301.0804463,N
35,31-40,Male,High,7,943.5670165,N
61,61+,Male,High,9,754.0224645,N
60,61+,Male,Low,8,3821.116732,Y
22,19-30,Male,Medium,9,157.4469472,N
38,31-40,Female,Low,10,1885.650752,Y
32,31-40,Male,Low,6,1497.511633,Y
27,19-30,Female,High,7,2570.900862,Y
59,51-60,Male,Medium,2,601.1973908,N
21,19-30,Male,High,8,1764.805124,Y
37,31-40,Female,Medium,6,2478.964249,Y
27,19-30,Male,Low,1,120.0240539,N
57,51-60,Male,Medium,6,1888.751293,Y
55,51-60,Female,High,10,2111.858561,Y
20,19-30,Female,Low,4,956.7993273,N
68,61+,Male,Low,6,1222.606203,N
47,41-50,Male,High,9,717.6822768,N
18,19-30,Male,High,2,608.5804084,N
25,19-30,Male,Medium,6,2367.77666,Y
70,61+,Female,Low,1,357.4950526,N
24,19-30,Female,Medium,5,184.3380356,N
33,31-40,Male,Medium,9,566.2397367,N
48,41-50,Male,High,8,2975.727129,Y
50,51-60,Male,Medium,3,765.8594302,N
53,51-60,Male,Medium,4,1812.257981,Y
68,61+,Male,Medium,2,635.1984506,N
35,31-40,Female,Low,1,98.52570483,N
66,61+,Male,Medium,2,924.2903244,N
65,61+,Male,Medium,4,1190.392064,N
44,41-50,Male,Medium,7,954.0557479,N
60,61+,Female,Medium,7,906.51098,N
59,51-60,Male,High,3,870.2316188,N
24,19-30,Male,Medium,10,2922.24406,Y
43,41-50,Male,Medium,6,1056.631618,N
47,41-50,Female,Medium,7,599.8391131,N
21,19-30,Male,Low,3,1329.202238,N
62,61+,Male,Low,3,1254.900101,N
34,31-40,Female,Low,3,582.8151878,N
55,51-60,Male,Low,8,601.8569139,N
36,31-40,Female,Medium,4,756.5109714,N
21,19-30,Male,Medium,4,785.2514123,N
61,61+,Male,High,6,2255.112845,Y
44,41-50,Female,Low,2,92.79413351,N
33,31-40,Female,Low,2,829.4775549,N
61,61+,Male,Low,2,105.1231331,N
38,31-40,Male,High,1,328.958366,N
50,51-60,Male,High,7,2226.522203,Y
50,51-60,Female,Low,2,389.5192629,N
18,19-30,Male,High,4,986.2759808,N
40,41-50,Female,Medium,5,474.2265414,N
20,19-30,Female,Low,4,1033.862762,N
19,19-30,Male,Medium,1,151.9197857,N
67,61+,Female,Medium,1,203.2634783,N
18,19-30,Female,Medium,2,944.8756833,N
22,19-30,Male,Low,9,4397.762568,Y
56,51-60,Male,Medium,10,2833.636441,Y
49,41-50,Male,High,3,236.6724871,N
35,31-40,Female,Medium,3,1162.944878,N
39,31-40,Male,Low,3,231.4193267,N
43,41-50,Male,High,10,4774.152618,Y
38,31-40,Female,High,9,2388.626556,Y
40,41-50,Female,Low,4,1046.880312,N
33,31-40,Female,Low,9,2906.119889,Y
40,41-50,Female,Low,9,3450.864831,Y
40,41-50,Male,High,8,1246.664279,N
41,41-50,Female,Low,5,1630.884845,Y
30,31-40,Female,Medium,8,2599.965524,Y
23,19-30,Male,High,8,2947.685747,Y
67,61+,Female,Low,9,487.812338,N
69,61+,Male,High,4,1351.049478,N
27,19-30,Male,Medium,5,1068.637549,N
68,61+,Male,Low,8,3712.302445,Y
27,19-30,Female,High,10,3097.829255,Y
42,41-50,Female,Medium,8,558.6866657,N
49,41-50,Female,Low,10,3718.07548,Y
45,41-50,Male,Medium,4,1710.935275,Y
54,51-60,Female,Low,8,3606.98458,Y
30,31-40,Male,Low,4,840.2937634,N
37,31-40,Female,Medium,4,1054.285384,N
39,31-40,Male,Low,4,1718.829314,Y
23,19-30,Male,Medium,3,331.7703472,N
25,19-30,Female,Low,7,857.2462561,N
33,31-40,Male,High,8,131.3803228,N
37,31-40,Female,Medium,8,1796.841784,Y
42,41-50,Male,High,4,153.0673946,N
24,19-30,Male,Low,3,711.230005,N
55,51-60,Male,Low,9,4459.950229,Y
18,19-30,Female,Medium,3,411.603368,N
36,31-40,Male,Low,8,2610.576692,Y
65,61+,Male,High,9,2882.244375,Y
43,41-50,Male,Medium,4,1013.799692,N
44,41-50,Female,High,9,3988.345753,Y
54,51-60,Female,Low,7,2675.711222,Y
35,31-40,Male,Low,6,358.7682122,N
35,31-40,Female,Low,2,870.4134357,N
20,19-30,Male,Low,5,941.0664207,N
35,31-40,Male,Low,5,1917.53648,Y
36,31-40,Male,High,10,1260.605573,N
52,51-60,Male,Low,4,536.954167,N
64,61+,Male,Low,7,2771.412069,Y
18,19-30,Male,Low,1,90.65188266,N
34,31-40,Male,Low,3,379.9890275,N
26,19-30,Female,Medium,1,395.9503524,N
51,51-60,Female,Low,9,2271.014488,Y
52,51-60,Male,Medium,5,1294.113006,N
36,31-40,Female,High,4,50.29080356,N
33,31-40,Female,High,8,1620.03556,Y
20,19-30,Male,High,3,860.3351579,N
48,41-50,Male,Low,1,67.45165245,N
65,61+,Female,Medium,9,2958.337665,Y
35,31-40,Female,Low,6,2325.608908,Y
21,19-30,Male,Medium,9,530.0979913,N
62,61+,Male,Medium,1,173.4732988,N
63,61+,Female,Low,10,3789.251128,Y
35,31-40,Female,Low,1,129.6376268,N
35,31-40,Female,High,1,153.8856094,N
25,19-30,Male,High,9,1962.005727,Y
23,19-30,Male,Low,1,486.3088516,N
30,31-40,Male,Low,1,464.4528506,N
59,51-60,Male,High,10,1600.342366,Y
31,31-40,Female,Medium,2,407.935095,N
47,41-50,Male,Medium,7,3246.705104,Y
70,61+,Female,Medium,7,575.8942433,N
64,61+,Female,High,2,148.5634158,N
65,61+,Male,Medium,10,1799.672862,Y
22,19-30,Female,Medium,6,1893.968233,Y
27,19-30,Male,High,10,2733.604,Y
37,31-40,Male,Medium,7,511.0568373,N
26,19-30,Female,Medium,5,1190.419608,N
40,41-50,Female,Medium,8,3261.595895,Y
18,19-30,Female,Low,1,50.74516882,N
46,41-50,Female,Medium,5,306.0496856,N
62,61+,Male,Low,3,1089.809066,N
61,61+,Male,Medium,4,1276.750292,N
41,41-50,Male,Low,5,1502.162965,Y
55,51-60,Male,Low,1,281.7994668,N
69,61+,Female,High,10,3578.471287,Y
41,41-50,Female,Low,5,56.97118461,N
42,41-50,Female,Low,10,3574.890648,Y
39,31-40,Male,Medium,5,1518.257367,Y
44,41-50,Female,Low,3,496.4514331,N
36,31-40,Female,Low,4,176.804103,N
61,61+,Male,High,6,1100.560928,N
69,61+,Male,Medium,5,1765.63789,Y
18,19-30,Male,Low,1,292.2250527,N
53,51-60,Female,Low,1,263.8832601,N
49,41-50,Female,Medium,6,2845.262258,Y
45,41-50,Female,Medium,7,1848.766046,Y
54,51-60,Female,Low,7,321.7838705,N
32,31-40,Male,High,8,2497.358433,Y
21,19-30,Male,Low,10,980.6316428,N
39,31-40,Male,Low,7,990.3215744,N
67,61+,Male,Low,7,1952.22687,Y
59,51-60,Male,Low,1,305.8365203,N
39,31-40,Male,High,10,2010.103097,Y
33,31-40,Male,Low,2,817.5435663,N
51,51-60,Male,Medium,1,15.82491309,N
63,61+,Male,Medium,5,1385.204473,Y
41,41-50,Male,Low,10,4144.750618,Y
68,61+,Male,Low,9,2415.879006,Y
30,31-40,Female,Low,10,1701.899171,Y
35,31-40,Female,Low,2,670.594356,N
29,19-30,Female,Medium,5,1618.756275,Y
40,41-50,Male,High,8,510.0648027,N
26,19-30,Male,Medium,10,4589.396868,Y
44,41-50,Male,High,1,469.9127905,N
61,61+,Female,Low,6,778.2492225,N
60,61+,Female,Medium,7,3407.610824,Y
45,41-50,Female,Medium,7,417.1320154,N
51,51-60,Male,Low,9,3009.244696,Y
56,51-60,Male,Medium,4,824.0776163,N
49,41-50,Male,Low,10,3634.532635,Y
18,19-30,Female,Low,3,147.5977779,N
24,19-30,Male,Medium,6,588.3520347,N
66,61+,Male,Low,8,2946.21237,Y
31,31-40,Male,High,8,2075.673769,Y
29,19-30,Male,Medium,4,374.7912324,N
28,19-30,Male,High,10,1354.743115,N
41,41-50,Female,Medium,7,1090.516233,N
69,61+,Male,Low,9,4074.157501,Y
66,61+,Male,Low,1,56.00786879,N
66,61+,Male,Low,6,1198.577147,N
21,19-30,Female,Low,10,3345.256563,Y
37,31-40,Male,Medium,6,2818.113068,Y
65,61+,Male,Medium,7,1328.826318,N
29,19-30,Female,High,9,1720.500891,Y
54,51-60,Female,Low,9,2165.576125,Y
60,61+,Male,Medium,2,895.4037482,N
40,41-50,Male,Low,7,1727.161506,Y
40,41-50,Male,Medium,10,1474.844958,Y
62,61+,Male,Low,8,2146.390061,Y
62,61+,Male,Medium,5,348.790303,N
43,41-50,Male,High,4,577.4852328,N
59,51-60,Male,Medium,10,648.1514881,N
65,61+,Male,Medium,8,1303.321205,N
32,31-40,Male,Low,4,1339.940658,N
18,19-30,Male,Low,3,381.1405447,N
59,51-60,Female,Medium,6,2912.732068,Y
26,19-30,Male,Medium,7,639.2734936,N
48,41-50,Male,High,10,2324.433391,Y
55,51-60,Male,Medium,5,713.1792569,N
58,51-60,Female,Medium,5,2366.348904,Y
27,19-30,Female,Low,9,4060.309751,Y
27,19-30,Male,Medium,6,885.4288787,N
44,41-50,Female,High,5,2108.4826,Y
63,61+,Male,High,7,1879.45593,Y
37,31-40,Female,Medium,9,4309.067463,Y
58,51-60,Male,Medium,9,3529.421695,Y
48,41-50,Female,Low,1,291.9352498,N
53,51-60,Male,Medium,7,600.569512,N
61,61+,Male,Medium,6,1054.693981,N
45,41-50,Female,High,10,3810.256666,Y
69,61+,Male,Low,4,444.1420875,N
25,19-30,Male,Low,3,533.329073,N
43,41-50,Female,Medium,2,676.1215366,N
27,19-30,Female,Medium,10,4998.306569,Y
62,61+,Male,Low,1,484.0534313,N
34,31-40,Male,Low,1,356.4534666,N
20,19-30,Male,Low,5,1649.392175,Y
63,61+,Female,Low,10,2359.587634,Y
22,19-30,Male,Low,6,1547.044162,Y
41,41-50,Male,Medium,10,1375.720446,Y
47,41-50,Female,Medium,7,348.6838133,N
68,61+,Female,Low,1,395.1360038,N
64,61+,Male,Medium,5,1163.633546,N
27,19-30,Male,Low,1,159.3071756,N
35,31-40,Female,Low,6,2900.775926,Y
51,51-60,Female,High,9,585.3728428,N
39,31-40,Male,Low,5,173.7118485,N
50,51-60,Male,Low,7,2379.770602,Y
63,61+,Male,Low,6,2311.224265,Y
49,41-50,Female,Low,9,1465.36074,Y
54,51-60,Male,Low,7,2345.294001,Y
61,61+,Male,Low,10,846.9060266,N
36,31-40,Male,Low,7,2458.194125,Y
56,51-60,Male,High,8,3464.115973,Y
44,41-50,Male,Low,6,441.5331762,N
49,41-50,Male,High,2,37.2554698,N
23,19-30,Female,Medium,9,2271.257162,Y
49,41-50,Male,Low,8,3903.166008,Y
66,61+,Female,High,6,1946.036617,Y
64,61+,Female,Medium,8,2316.377521,Y
18,19-30,Male,Low,1,41.17850096,N
64,61+,Male,Medium,3,446.8044607,N
47,41-50,Female,Low,10,425.0653094,N
56,51-60,Male,High,8,3888.970576,Y
46,41-50,Male,High,8,1136.3655,N
70,61+,Male,High,3,1211.662145,N
70,61+,Male,Medium,2,138.0706362,N
37,31-40,Female,Low,9,3240.43483,Y
56,51-60,Female,Medium,5,951.5945484,N
62,61+,Female,Medium,6,950.7596691,N
32,31-40,Female,High,6,2459.870834,Y
60,61+,Female,High,1,256.7530323,N
68,61+,Male,Low,9,1716.876647,Y
53,51-60,Male,Medium,6,2626.729746,Y
54,51-60,Male,Medium,5,2152.366669,Y
69,61+,Male,Medium,7,414.5551998,N
22,19-30,Male,Low,7,1305.041452,N
25,19-30,Male,High,4,253.003748,N
65,61+,Male,Medium,10,2423.655132,Y
54,51-60,Male,Medium,10,2165.556695,Y
61,61+,Female,Medium,9,1873.208421,Y
58,51-60,Female,High,5,1124.078709,N
60,61+,Female,Medium,9,2097.677553,Y
